,category,headline,date
1115,CRIME,"LAPD Hacked Into iPhone Of Slain Wife Of 'Shield' Actor, Documents Show",2016-05-05
1116,CRIME,"Texas Man Kills Co-Worker, Then Takes Own Life",2016-05-04
1117,CRIME,"Plane Hit Bald Eagle Before Crashing In Alaska, Killing 4",2016-05-04
1118,CRIME,Armed Burglary At Fraternity House Leaves Engineering Student Dead,2016-05-03
1119,CRIME,"Man Fined $100,000 After Shining Laser At Ferry, Injuring 2",2016-05-02
1120,CRIME,Top L.A. Sheriff’s Official Resigns Over Racist Emails,2016-05-02
1121,CRIME,Jerry Sandusky Heads Back To Court To Overturn Child Molestation Conviction,2016-05-02
1122,CRIME,Toddlers Have Shot At Least 23 People This Year,2016-05-01
1123,CRIME,Louisiana Prisoner Freed After 41 Years Of Unconstitutional Life Sentence,2016-04-30
1124,CRIME,FBI arrests brother of San Bernardino terrorist and 2 others on marriage fraud charges,2016-04-28
1125,CRIME,The Blue Man Group Has One More Reason To Be Blue After Costume Theft,2016-04-28
1126,CRIME,"Boozing Altitude: JetBlue Pilot Flew Drunk, Blamed Gum For .111 Reading, Feds Say",2016-04-28
1127,CRIME,Brother Of San Bernardino Shooter Among 3 Arrested By FBI,2016-04-28
1128,CRIME,Yet Another Toddler Accidentally Shot And Killed His Mother,2016-04-27
1129,CRIME,11-year-old Burned After School Driver Asks Him To Move Power Line: Cops,2016-04-26
1130,CRIME,Female Firefighter's Suspected Suicide Sparks Cyberbullying Probe,2016-04-25
1131,CRIME,Connecticut Man Arrested For Threatening To Bomb Trump Rally: Police,2016-04-24
1132,CRIME,"Shooting At High School Prom Leaves 1 Dead, 2 Students Injured",2016-04-24
1133,CRIME,"Missing Teens' Boat, Cell Phone Found Nearly A Year After Boys Were Lost At Sea",2016-04-24
1134,CRIME,It's Time to Enfranchise People With Felonies,2016-04-24
1135,CRIME,"Priest Collared For Requesting Oral Sex In The Park, Sheriff Says",2016-04-23
1136,CRIME,Gunman Kills 5 In Georgia,2016-04-23
1137,CRIME,Mortician Who Inspired 'Bernie' Movie Sent Back To Prison For Widow's Murder,2016-04-23
1138,CRIME,More Than 500 Pounds Of Explosives Stolen From Train,2016-04-22
1139,CRIME,Guy Reportedly Caught On Video Stopping Traffic So He Can Moon The Police,2016-04-22
1140,CRIME,Employees Allegedly Paid In Meth For Their Bonus,2016-04-22
1141,CRIME,"8 Family Members Dead In Mass Shooting In Ohio, Authorities Say",2016-04-22
1142,CRIME,Delaware Student Dies After Fight In High School Bathroom,2016-04-22
1143,CRIME,Video Shows Bystanders Didn't Help Assault Victim Before He Was Run Over,2016-04-21
1144,CRIME,Ex-New Orleans Cops Plead Guilty In Post-Katrina Killings,2016-04-21
1145,CRIME,Florida Tiger That Killed Zookeeper Is Now Receiving Threats,2016-04-20
1146,CRIME,Gun Homicides In San Bernardino Hit Grim Milestone,2016-04-19
1147,CRIME,Mother Of Slain Aurora Teen Calls Out Bernie Sanders On Gun Control,2016-04-19
1148,CRIME,Reporter Helps Driver Escape Sinking Vehicle On Live TV,2016-04-18
1149,CRIME,Manhunt Underway For Brothers After Couple's Suspected Murder,2016-04-18
1150,CRIME,Woman Accused Of Smuggling Cocaine Inside Coffee Bags,2016-04-18
1151,CRIME,"2 Firefighters Shot, 1 Fatally While Responding To Call In Maryland",2016-04-16
1152,CRIME,Couple Threatened With Jail For Overdue Library Books,2016-04-16
1153,CRIME,Escaped Jail Inmate Found Hiding Inside A Dishwasher,2016-04-15
1154,CRIME,Jack McCullough Freed After Wrongful Conviction For 1957 Murder,2016-04-15
1155,CRIME,Manson 'Family' Member Seeks Parole For 1969 Murders,2016-04-14
1156,CRIME,Judge Weighs Bid To Dismiss Child Sex Abuse Claim Against Cosby,2016-04-14
1157,CRIME,"Georgia Executes Kenneth Earl Fults, Man Who Killed Neighbor",2016-04-13
1158,CRIME,Cop's Conviction Brought Thousands Of Asian Americans Into New York's Streets,2016-04-13
1159,CRIME,A Death In Police Custody: What Really Happened At Chicago's Homan Square?,2016-04-12
1160,CRIME,Traffic Courts Are Driving Inequality In California,2016-04-12
1161,CRIME,Accused Colorado Clinic Shooter Hoped Fetuses Would Thank Him For Stopping Abortions,2016-04-12
1162,CRIME,Former South Carolina Police Officer Reportedly Gets Probation For Black Man's Slaying,2016-04-12
1163,CRIME,"Jury Finds Ex-Cop Guilty Of Child Molestation, He Drinks Poison",2016-04-11
1164,CRIME,Texas Cop Fired After Filmed Body Slamming Middle School Girl,2016-04-11
1165,CRIME,Man Says Horror Dental Procedure Left Him Toothless,2016-04-11
1166,CRIME,"Real-Life Hamburglar Allegedly Breaks Into Five Guys, Makes Himself A Burger",2016-04-11
1167,CRIME,Former New Orleans Saints Footballer Will Smith Shot Dead,2016-04-10
1168,CRIME,Bank Robbers Wrap Up Head-To-Toe In Aluminum Foil For Heist,2016-04-10
1169,CRIME,Arsonist Who Took Selfie Video Sentenced To 20 Years For Wildfires,2016-04-09
1170,CRIME,Ex-Vanderbilt Football Player Convicted Of Raping Unconscious Student,2016-04-09
1171,CRIME,Alleged Mastermind Of Texas Dentist's Murder Arrested In Mexico,2016-04-09
1172,CRIME,Suspects Chased By Cops Spin Doughnuts On Hollywood Street,2016-04-08
1173,CRIME,Tennessee Police Officer Fatally Shoots Axe-Wielding Attacker,2016-04-08
1174,CRIME,"NYPD Cop Didn't Use Excessive Force In Fatal Shooting, Jury Finds",2016-04-07
1175,CRIME,Teen Inventor Killed After Rocket-Powered Skateboard Explodes,2016-04-06
1176,CRIME,Texas To Execute Man For Murdering Boy And Drinking His Blood,2016-04-06
1177,CRIME,Man Survives Nearly Driving Off A Cliff Only To Be Hit By A Bus,2016-04-04
1178,CRIME,Scuba Diver Killed While Exploring Deadly Underwater Caverns,2016-04-03
1179,CRIME,What We Can Learn From German Prisons,2016-04-03
1180,CRIME,Knife 'Found' At O.J. Simpson's Former Home Ruled Out As 1994 Murder Weapon,2016-04-02
1181,CRIME,Serial Killer's Ohio Home Available For Rent During Republican Convention,2016-04-02
1182,CRIME,"Bikini-Clad Attackers Gang Up On Woman In Disturbing Video, Cops Say",2016-04-02
1183,CRIME,Woman Bitten By Police Dog As She Slept Is Challenging How Cops Use Dogs,2016-04-02
1184,CRIME,"In Fatal Shootings By Police, 1 In 5 Officers' Names Go Undisclosed",2016-04-01
1185,CRIME,Human Rights Watch Chastises Louisiana For Endangering HIV-Positive Inmates,2016-04-01
1186,CRIME,Passenger Arrested After In-Flight Yoga Session Turns Violent,2016-04-01
1187,CRIME,Muslim Woman Lied About Being Slashed In Face And Called 'Terrorist' (UPDATE),2016-04-01
1188,CRIME,Man Sentenced For Fatally Beating 9-Year-Old Boy Over Birthday Cake,2016-04-01
1189,CRIME,Listen To Angry Woman Dial 911 Over Wrong Pizza Toppings,2016-04-01
1190,CRIME,"Another Sandy Hook Playground Is Desecrated, and a Connecticut Woman Springs Into Action",2016-03-31
1191,CRIME,State Trooper Killed In Shooting At Virginia Greyhound Bus Station,2016-03-31
1192,CRIME,Convicted Killer John Modie Captured After Escape From Ohio Prison,2016-03-29
1193,CRIME,Cabbie Drives Self To Police Station After Getting Shot In The Face In East Orange,2016-03-28
1194,CRIME,Drunk American Airlines Pilot Arrested Right Before His Flight,2016-03-26
1195,CRIME,Masked Robber Foiled After Unfriending Victim On Facebook,2016-03-26
1196,CRIME,Second Ex-Student Admits To Placing Noose On Ole Miss Statue,2016-03-25
1197,CRIME,Doc Says There's A Reason His Semen Could Be On A Patient's Face,2016-03-25
1198,CRIME,Canadian Judge Finds Radio Star Jian Ghomeshi Not Guilty Of Sexual Assault,2016-03-24
1199,CRIME,Angry Customer Unleashes 13-Foot-Long Python In A Los Angeles Sushi Restaurant,2016-03-23
1200,CRIME,"Texas Executes Adam Ward, Man Who Killed City Worker",2016-03-23
1201,CRIME,"Students Found With Bomb-Making Materials At George Mason University, Cops Say",2016-03-22
1202,CRIME,Easter Bunny Gets Hopping Mad In New Jersey Mall Brawl,2016-03-21
1203,CRIME,Austin Police Officer Caught On Video Allegedly Pepper-Spraying Handcuffed Man,2016-03-21
1204,CRIME,'Very Disorderly' Waldo Makes It Easy For Police To Find Him,2016-03-21
1205,CRIME,Texas Mother Arrested For Allegedly Burning 2-Year-Old Daughter In Hot Oven,2016-03-20
1206,CRIME,Human Skull Found Near Hollywood Sign In Los Angeles,2016-03-20
1207,CRIME,Paddlers Find Dead Dog Tied To Shovel Stuck Underwater,2016-03-19
1208,CRIME,Prep School Sexual Assault Convict Owen Labrie Sent To Prison,2016-03-19
1209,CRIME,Body Of Teen Girl Found In Texas Field Days After Father's Killing,2016-03-19
1210,CRIME,"California College Student In Stabbing Spree Was Inspired By ISIS And Acted Alone, FBI Says",2016-03-18
1211,CRIME,South Carolina Police Officer Killed While Serving Warrant,2016-03-18
1212,CRIME,Abdul Malik Abdul Kareem Guilty Of Conspiring To Support ISIS In Texas Attack,2016-03-18
1213,CRIME,"Lawsuit Against Uber By Driver Charged With Murder A Hoax, Court Says",2016-03-17
1214,CRIME,"Seattle's Vigilante 'Bike Batman' Confronts Thieves, Gets Stolen Bicycles Back",2016-03-17
1215,CRIME,DJ Fined For Playing 'F**k Tha Police' While Cops Cleared Out Bar,2016-03-17
1216,CRIME,Nephew Of Inmate Who Beat Up Jared Fogle Says He Was Seeking 'Justice' For Abused Kids,2016-03-17
1217,CRIME,"Andy Benavidez, Accused In Racist Assault, Claims He's 'Allergic To Black People'",2016-03-16
1218,CRIME,Police Say Friendly Fire That Killed Maryland Officer A 'Tragic' Misunderstanding,2016-03-16
1219,CRIME,"Good Samaritan, Cops Save Kittens Left To Die In Suitcase",2016-03-16
1220,CRIME,Why Police Warned Their Community About A Rap Battle Challenge,2016-03-16
1221,CRIME,"Car Flips 4 Stories From Parking Garage, Driver Escapes Without Serious Injuries",2016-03-15
1222,CRIME,Michigan Shooting Spree Suspect Says Uber App Controlled Him: Report,2016-03-15
1223,CRIME,Fort Worth Police Officer Critically Wounded After Making Traffic Stop,2016-03-15
1224,CRIME,"Hatchet-Wielding Attacker Shot Dead By 7-Eleven Customer, Deputies Say",2016-03-14
1225,CRIME,Slain Maryland Officer Died By Friendly Fire During Station Ambush [UPDATE],2016-03-14
1226,CRIME,White Man Allegedly Yelled 'Trump' As He Beat Up Muslim And Latino Men,2016-03-14
1227,CRIME,Police In LA Shoot And Kill Suspected Cruiser Thief After High-Speed Chase,2016-03-14
1228,CRIME,Officer Pulled From Patrol After Video Appears To Show Him Spraying Bikers,2016-03-14
1229,CRIME,Teen Vanishes After Moving To Atlanta To Start A New Life,2016-03-13
1230,CRIME,"Inmates Stab Officer, Set Fires In Alabama Prison Riot",2016-03-12
1231,CRIME,"Snowmobiler Ambushes Iditarod Front-Runners, Runs Over Sled Dogs",2016-03-12
1232,CRIME,'Dog Whisperer' Cesar Millan Defends Methods Amid Animal Abuse Investigation,2016-03-12
1233,CRIME,Amber Alert Canceled After 7-Year-Old Ariel Revello Found Safe,2016-03-12
1234,CRIME,"Man Pulls Gun On Taxi Driver, Oblivious To The Waiting Cop Behind Them",2016-03-10
1235,CRIME,"Gunmen Shoot Up Backyard Party Near Pittsburgh, Killing At Least 5",2016-03-10
1236,CRIME,"Officer Who Slit Restrained Dog's Throat To Get $45,000 In Back Pay",2016-03-09
1237,CRIME,19 Severely Neglected Dogs Discovered In 'Unventilated' U-Haul; 2 Arrested For Animal Cruelty,2016-03-09
1238,CRIME,Man Suspected Of Shooting Idaho Pastor Who Led Prayer At Ted Cruz Rally Arrested,2016-03-09
1239,CRIME,Hollywood Cinematographer Arrested For DUI While Reportedly Driving With Son,2016-03-09
1240,CRIME,California Commuter Train Derails Into Creek; At Least 14 Hurt,2016-03-08
1241,CRIME,Authorities Chase Alleged Gunman Wanted In Quintuple Homicide,2016-03-08
1242,CRIME,Garbage Truck Driver Miraculously Survives Plunge From Highway Ramp,2016-03-08
1243,CRIME,Man Accused Of Shooting And Burning 2 People After Refusing To Pay Cab Fare,2016-03-08
1244,CRIME,Ruh-Roh! Runaway 'Mystery Machine' Takes Police On High-Speed Chase,2016-03-07
1245,CRIME,Maine Man Charged In 1980 Cold Case Murder Of Teenage Girl,2016-03-06
1246,CRIME,What a Knife Can Tell Us About the O. J. Simpson Case - The New Yorker,2016-03-05
1247,CRIME,"Police Seek 'Cute,' 'Handsome' And 'Well Dressed' Con Man",2016-03-05
1248,CRIME,Brazilian Man Hides In SUV's Gas Tank In Desperate Bid To Enter U.S.,2016-03-05
1249,CRIME,Woman Guilty Of Killing 6 Family Members At Christmas Eve Gathering,2016-03-05
1250,CRIME,State Trooper Accused Of Raping Woman Gets Just 6 Months In Jail,2016-03-05
1251,CRIME,Suspect Makes Sure He's Caught On Camera During Bizarre Break-In,2016-03-04
1252,CRIME,Police Hope Perps Will Fall For This 'Lost And Found' Meth Ad,2016-03-04
1253,CRIME,'Goddess Temple' Leader Says Church Is Not A Brothel; Jury Disagrees,2016-03-04
1254,CRIME,Accused Fake 'Teen Doctor' Malachi Love-Robinson Arrested Again,2016-03-03
1255,CRIME,Teen Allegedly Shoots Family After They Wake Him Up For School,2016-03-02
1256,CRIME,"Stolen Taco Truck Hits School Bus, Crashes Into Propane Tanker",2016-03-01
1257,CRIME,Man Accused Of Masturbating In Car Near Girl Scouts,2016-03-01
1258,CRIME,More Than A Third Of People Shot By LAPD In 2015 Were Mentally Ill,2016-03-01
1259,CRIME,San Francisco Deputies Charged For Allegedly Forcing Inmates To Fight,2016-03-01
1260,CRIME,Video Captures A Violent Brawl Between KKK And Protesters In Southern California,2016-02-29
1261,CRIME,Ukrainian Accused Of Posing As High School Student Faces Underage Sex Charge,2016-02-28
1262,CRIME,Suspect Arrested In Killing Of Rookie Police Officer And Civilian Woman,2016-02-28
1263,CRIME,‘Execution-Style’ Killing Of 3 Young Men Sparks Outrage (UPDATE),2016-02-28
1264,CRIME,Girl Abducted From Montana Park Found Alive; Suspect In Custody: UPDATED,2016-02-28
1265,CRIME,Woman Allegedly Steals Cash From Girl Who Lost Her Family In A Fire,2016-02-27
1266,CRIME,"Washington State Gunman Killed Wife, Her 2 Sons, Neighbor",2016-02-27
1267,CRIME,3 Stabbed During Ku Klux Klan Rally In Southern California,2016-02-27
1268,CRIME,Armed Robber Wears 'Deadpool' Mask To Hold Up Ohio Bank,2016-02-27
1269,CRIME,Police Hunt For Man Traveling The Midwest And Stealing Rogaine,2016-02-26
1270,CRIME,Washington State Shooting Leaves 5 Dead,2016-02-26
1271,CRIME,Ukrainian Man Allegedly Posed As A High School Student For 3 Years Without Getting Caught,2016-02-25
1272,CRIME,"Test Drive Leaves Car Salesman Dead, Driver Facing DUI Charges",2016-02-24
1273,CRIME,Man Indicted On Murder Charge In Mississippi Teen's Burning Death,2016-02-24
1274,CRIME,Minnesota Realizes 'FMUSLMS' Vanity Plate Maybe Isn't Such A Hot Idea,2016-02-24
1275,CRIME,Dog Patiently Waits For Weeks On Doorstep For Murdered Owner's Return,2016-02-24
1276,CRIME,Kalamazoo Shooting Suspect Switched Cars Amid Rampage,2016-02-23
1277,CRIME,Suspect Nabbed In Viral Video Attack On Chinese Food Delivery Man,2016-02-23
1278,CRIME,Suspected Kalamazoo Mass Shooter Faces 6 Counts Of Murder,2016-02-22
1279,CRIME,Judge Blocks Attempt To Halt Deposition Of Bill Cosby's Wife,2016-02-22
1280,CRIME,"Mechanic Stole City Bus Because He Was Late For Work, Police Say",2016-02-22
1281,CRIME,Michigan Shooting Spree Suspect To Appear In Court After Allegedly Killing 6,2016-02-21
1282,CRIME,Teen Allegedly Posed As A State Senator And No One Noticed For Weeks,2016-02-21
1283,CRIME,Grandparents Give Teen Tough Love After Seeing Him On Surveillance Footage,2016-02-21
1284,CRIME,"2 NYPD Officers Shot, The 3rd And 4th Shot This Month",2016-02-20
1285,CRIME,College Student's Bizarre Death Allegedly Linked To Frat Hazing,2016-02-20
1286,CRIME,This City's Pit Bull Ban Has Failed Miserably To Prevent Dog Bites,2016-02-20
1287,CRIME,Burglar Falls Through Ceiling Of Popeye's Restaurant In Hours-Long Robbery,2016-02-18
1288,CRIME,JPSO Arrests Girlfriend Of Man Slain By Jefferson Deputies In New Orleans,2016-02-18
1289,CRIME,Nevada Rancher Cliven Bundy Indicted For 2014 Standoff,2016-02-18
1290,CRIME,"Ex-Sailor Executed For 1992 Murder, Dismemberment Of Crewmate",2016-02-18
1291,CRIME,Primary School Warns Parents To Stop Smoking Weed At Dropoff,2016-02-17
1292,CRIME,"Meteorologist Charged With Growing Pot, Storing Weapons",2016-02-17
1293,CRIME,2 Los Angeles Cops Charged With Sexually Assaulting 4 Women While On Duty,2016-02-17
1294,CRIME,Missing Man's Mom Says Anonymous Tip Led Her To His Body,2016-02-17
1295,CRIME,Ex-New York Gov. Eliot Spitzer Investigated For Allegedly Assaulting Woman,2016-02-15
1296,CRIME,"Man Celebrating 22nd Birthday Vanishes Outside Boston Bar, Family Says",2016-02-15
1297,CRIME,Tourists Hit With Blow Darts On San Francisco's Golden Gate Bridge,2016-02-14
1298,CRIME,New York Man Arrested In Fatal Stabbing Of Homeless Mother And Children,2016-02-14
1299,CRIME,"Teen Whose Arm Was Severed In Botched Sneaker Theft Deserved It, Attorney Says",2016-02-14
1300,CRIME,Couple's 'Kinky' Night In Handcuffs Ends In Real Arrest,2016-02-13
1301,CRIME,Ohio Police Kill Man Who Attacked Restaurant Diners With Machete,2016-02-12
1302,CRIME,"2 Female Teens Shot Dead At Arizona High School, Cops Say",2016-02-12
1303,CRIME,A Disturbing Look At America's Domestic Violence Problem,2016-02-11
1304,CRIME,Cliven Bundy Arrested In Portland As Oregon Occupiers Say They Will Surrender Thursday,2016-02-11
1305,CRIME,Teacher Accused Of Sending Racy Photos To Students Is Fired,2016-02-11
1306,CRIME,Florida Man Arrested For Allegedly Throwing Alligator Into Drive-Through Window,2016-02-09
1307,CRIME,Couple Allegedly Allowed 9-Year-Old To Drive Home Because They Were Too Drunk,2016-02-09
1308,CRIME,Former Texas Prosecutor Disbarred For Sending Innocent Man To Death Row,2016-02-09
1309,CRIME,Man Can't Have Pension of Wife He Killed: Judge,2016-02-08
1310,CRIME,New York Policeman Tearfully Describes Shooting Unarmed Black Man,2016-02-08
1311,CRIME,Missing Tennessee Girl Constance 'Gabi' Morris Found (UPDATE),2016-02-08
1312,CRIME,Woman Who Pulled Over Cop Says Police Union Boss Is Bullying Her Online,2016-02-08
